11.694,7.6677
5.7005,7.6318
7.3022,7.4767
6.2938,10.338
4.7041,7.955
4.367,7.8997
3.9878,6.3452
8.0249,7.4636
4.8836,7.9274
4.0617,6.2718
5.6503,10.237
4.6461,6.6867
5.7731,6.5088
2.2643,5.7539
3.608,8.6781
6.1217,7.0788
4.4541,7.0616
4.7105,4.7953
9.6969,10.06
8.5645,8.6187
5.5532,6.999
3.5918,7.0463
4.1156,7.1047
10.428,10.21
5.7382,13.078
6.5363,10.081
6.0582,10.956
8.2607,12.017
4.4605,6.7323
4.5204,6.4167
2.4233,3.3205
2.9452,4.7834
6.5389,7.7745
5.8245,7.7525
7.5389,9.3329
4.9739,7.7533
6.913,6.3895
7.4986,8.1771
9.8534,12.938
5.8273,7.3892
5.6318,6.2164
6.1765,7.6456
6.1484,8.6575
5.6582,7.155
9.7501,9.1317
8.4772,8.6404
4.9623,9.5505
7.6552,10.291
8.488,7.9367
4.1333,5.7667
3.8549,3.8945
5.3092,9.6191
6.4601,8.0427
6.239,7.6974
5.7925,8.2084
6.3927,5.9304
4.0928,5.4403
4.2415,7.4407
6.6937,7.7867
5.6031,4.2168
5.1686,6.2387
2.574,6.7482
6.4199,10.076
6.7608,8.5346
3.2146,6.8602
5.5979,6.9621
5.9479,8.3399
7.6217,9.756
4.519,5.6857
4.7189,9.1949
4.3695,4.2881
2.4389,6.1396
6.1292,7.6613
6.6249,11.184
4.3927,6.6506
4.0915,12.68
3.6401,6.3434
5.6044,6.5524
8.1313,13.129
0.34374,5.1396
1.466,5.286
8.0774,9.2929
4.5631,5.5333
5.8718,5.3888
8.3565,8.0538
9.0466,9.6455
6.0605,10.024
7.3149,10.773
6.3774,9.0302
6.9466,10.566
5.2606,12.211
2.987,7.6318
7.1374,10.252
7.2509,8.1
5.1945,9.6921
4.8623,5.4628
3.0916,5.9682
4.9263,5.9632
4.8031,6.4261
5.2461,11.103
9.2971,9.291
6.7069,7.6091
5.194,9.4048
6.5955,7.7469
6.5852,8.8539
8.3279,10.13
7.7325,7.3514
7.9895,8.3756
6.3277,11.524
6.7294,8.6048
8.1234,10.649
6.1777,10.321
2.8795,7.4498
6.3418,8.3908
4.1167,9.303
5.8498,5.721
5.0356,9.6324
4.6163,3.6221
8.2661,6.9203
5.2327,6.8675
5.9995,7.8502
6.145,5.2169
3.1405,7.9303
8.3359,9.0344
5.7054,5.9329
7.6021,6.7146
6.543,6.5886
8.2583,7.6644
4.5169,7.0368
2.5621,6.1863
4.9718,6.4596
4.7217,7.2126
3.5708,5.651
8.2815,9.4502
7.8764,11.65
7.6473,10.332
2.3665,5.4667
2.5309,6.5202
9.1151,9.2779
6.1623,7.3331
7.0472,7.9745
5.3144,9.6035
2.5706,5.3298
5.8881,8.2773
5.4682,8.813
11.364,8.8728
3.6905,4.2078
5.2333,8.9651
4.067,7.709
9.9668,9.0488
7.4136,10.685
3.5653,7.3372
6.6432,7.6085
3.4225,5.9392
5.3616,6.8024
12.076,9.1234
6.6764,13.118
3.8461,2.9463
6.4715,8.7138
4.6539,7.3369
3.9561,4.7356
4.141,6.8155
6.2327,8.7987
7.5499,10.571
5.8552,8.125
3.414,7.7243
4.4772,10.303
9.5453,9.5822
4.6881,6.3419
5.0902,5.0454
8.5115,10.741
3.3433,5.7813
7.4105,11.193
5.1261,7.6893
4.5507,7.0402
7.9287,7.9794
6.2814,7.2396
6.6603,6.1237
6.6729,9.3849
6.4333,7.4826
4.2895,8.2622
3.6829,3.8874
7.0474,9.1257
4.9126,5.8588
9.3513,6.9424
5.4073,7.2931
6.7619,9.4567
9.755,11.68
5.9073,10.108
6.7129,7.6954
5.6156,6.1322
9.0624,14.829
6.5114,7.296
8.3288,7.9339
5.2828,8.4702
2.7746,4.512
5.9391,6.8059
8.4052,6.5387
7.5105,8.407
5.5515,5.8121
5.994,8.6751
4.1373,7.3974
7.406,7.4495
4.3766,6.5192
6.6644,7.3364
3.7346,7.1615
6.1771,6.9461
9.1594,10.052
6.2421,6.6427
6.8174,9.431
5.4562,7.4401
3.4798,3.1718
8.5767,9.6208
8.9825,11.138
6.6937,10.549
6.768,8.7834
6.6527,10.901
3.2151,7.812
6.2657,11.799
7.4554,9.1905
3.536,7.6029
8.1971,9.8574
4.2603,8.1007
5.7958,9.3453
4.266,8.9876
5.3437,5.9568
7.9268,6.7123
4.1918,9.4202
6.8541,10.109
5.6019,6.3291
6.4289,8.1289
5.162,10.798
8.4331,7.2058
9.0456,10.095
6.1244,5.6541
2.1397,6.3712
6.1246,8.5977
8.7501,9.0583
6.3155,9.7978
5.2737,7.4
5.7978,9.9639
-0.0011468,6.9072
5.5593,7.3003
5.0708,7.9887
5.2202,7.9765
5.8737,9.6194
3.2288,8.7798
2.829,7.7961
7.1854,8.641
4.6123,5.7639
5.0253,5.2792
7.4171,10.623
5.3623,11.155
7.4015,9.1725
6.4711,8.1168
5.3865,9.3224
5.7709,4.9645
4.021,6.5599
7.2405,5.1469
8.0329,9.7608
7.3903,8.746
6.7476,8.9457
4.5996,6.5564
2.6902,3.1044
4.9748,9.2163
8.4869,8.1071
7.2387,8.9319
5.1343,9.2213
4.0614,8.0274
3.9026,5.5146
4.1913,6.6445
5.4917,7.3708
5.2197,9.3337
4.3783,9.4264
3.7909,5.0501
5.8611,6.1648
6.4239,8.4395
5.6418,7.8188
2.3118,6.5061
2.7059,4.5299
6.8243,6.0821
5.2686,7.497
3.7584,9.0298
10.797,11.499
8.1952,8.8919
7.2558,7.9618
5.9666,6.0325
5.7152,9.4231
10.198,11.586
4.143,6.7836
7.6661,9.5076
7.0489,8.999
7.2177,10.222
5.8263,10.768
9.6068,6.7436
8.1859,8.5587
2.9478,6.3338
6.6332,6.0968
7.1614,8.0759
5.6522,9.2399
6.3774,6.8714
8.6084,5.6509
6.4484,6.4518
9.4004,10.2
4.1903,5.7701
5.0784,9.1868
5.4727,6.7664
6.9458,8.8752
6.8258,7.3761
7.8774,10.037
7.2069,5.7532
6.6465,11.177
7.3996,8.3197
8.681,9.1007
7.6252,6.3342
2.7343,6.3643
4.2466,7.0011
2.1449,3.9771
9.771,10.922
5.3268,11.161
5.8327,9.986
2.4489,6.1151
4.4534,8.1962
7.8946,9.3197
3.8462,7.6541
9.4976,6.1607
3.0277,4.9383
3.5191,6.2654
6.8599,9.5321
2.9568,7.1127
1.0562,5.3507
6.9993,4.7459
3.6016,4.3235
4.9915,9.8229
5.0289,7.7536
8.4778,9.2692
